sector,language,question,answer
passport,am,የአገልግሎት (Service) ፓስፖርት ምንድነው?,"ለየተወሰኑ የመንግስት ስራዎች ውጭ ሀገር ሲሄዱ የሚሰጥ ልዩ ፓስፖርት ነው። (DEMO)"
passport,am,ዲፕሎማቲክ ፓስፖርት ማን ይወስዳል?,"ከፍተኛ መንግስት ኃላፊዎች እና የዲፕሎማቲክ ኃላፊነት ያላቸው ሰዎች ሊያገኙት ይችላሉ። (DEMO)"
passport,am,ተራ ዜጋ ዲፕሎማቲክ ፓስፖርት መጠየቅ ይችላል?,"አይቻልም፤ ተገቢነቱ በህግ የተገደበ ነው። (DEMO)"
passport,am,ፓስፖርት ላይ ስንት ባዶ ገጽ መቀረት ይመከራል?,"ለቪዛ እና ማህተም ቢያንስ ሁለት ባዶ ገጾች መኖር ይመከራል። (DEMO)"
passport,am,በፓስፖርት ላይ ተጨማሪ ገጽ መጨመር ይቻላል?,"አብዛኛውን ጊዜ ተጨማሪ ገጽ አይጨመርም፤ መታደስ/መተካት ያስፈልጋል። (DEMO)"
passport,am,አዲስ ፓስፖርት ሲወጣ አሮጌው ምን ይሆናል?,"አሮጌው ብዙ ጊዜ በመሰረዝ ምልክት ተደርጎ ሊመለስ ይችላል። (DEMO)"
passport,am,አሮጌ ፓስፖርቴን ከታደስኩ በኋላ ልያዝ እችላለሁ?,"አዎ፣ ነገር ግን ለጉዞ አይጠቅምም (ተሰርዟል ተብሎ ይቆጠራል)። (DEMO)"
passport,am,የማመልከቻ ሪፈረንስ ቁጥር ምንድነው?,"ማመልከቻዎን ለመከታተል የሚጠቅም ልዩ መለያ ቁጥር ነው። (DEMO)"
passport,am,የጣት አሻራ መረጃ ደህንነቱ የተጠበቀ ነው?,"አዎ፣ በጥብቅ የመረጃ ደህንነት መመሪያዎች መሠረት ይጠበቃል። (DEMO)"
passport,am,ፓስፖርት ሊሰረዝ ይችላል?,"አዎ፣ በህጋዊ ምክንያቶች (ለምሳሌ የተከለከለ ጉዞ) ሊሰረዝ ይችላል። (DEMO)"
passport,am,ፓስፖርት መስጠት በምን ህጎች ይመራል?,"በአገሪቱ የኢሚግሬሽን እና የዜግነት ህጎች መሠረት ይመራል። (DEMO)"
passport,am,ኦፊሴላዊ የፓስፖርት መረጃ ከየት እገኛለሁ?,"ከኢሚግሬሽን ቢሮ ድረ-ገጽ ወይም በቢሮዎች በቀጥታ በመጠየቅ ይገኛል። (DEMO)"
passport,am,ስለ ፓስፖርት ቅሬታ የት ልቀርብ?,"በቢሮው የደንበኛ አገልግሎት/ቅሬታ መቀበያ ቦታ ማቅረብ ይቻላል። (DEMO)"
passport,am,መታወቂያዬ ካለቀ ፓስፖርት መጠየቅ እችላለሁ?,"ተገቢ መለያ ማረጋገጫ እንዲሰጥ ተገቢ የሆነ መታወቂያ መኖር ያስፈልጋል። (DEMO)"
passport,am,ለፓስፖርት ቃለ-መጠይቅ ይደረጋል?,"አንዳንድ አመልካቾች የተጨማሪ ማረጋገጫ ሲያስፈልግ ቃለ-መጠይቅ ሊጠሩ ይችላሉ። (DEMO)"
passport,am,ፓስፖርት ከመሰጠቱ በፊት ምን ዓይነት ምርመራ ይደረጋል?,"መለያ ማረጋገጫ እና የደህንነት/ህጋዊ ማጣሪያ ይደረጋል። (DEMO)"
passport,am,በፓስፖርት ላይ የጋብቻ ሁኔታ ማዘመን ይቻላል?,"አዎ፣ የጋብቻ ማረጋገጫ ወይም የፍቺ ሰነድ ካለ ማዘመን ይቻላል። (DEMO)"
passport,am,ከአገር ውጭ ፓስፖርቴ ቢሰረቅ ምን አድርግ?,"ለአካባቢ ፖሊስ ሪፖርት አድርጉ እና ቅርብ ያለ ኤምባሲ/ኮንሱላት ያነጋግሩ። (DEMO)"
passport,am,ህጋዊ ቅጣት/ችግኝ ካለብኝ ፓስፖርት መውጣት ይቻላል?,"አንዳንድ የህግ ጉዳዮች ተገቢነትን ሊጎዱ ይችላሉ፤ ቢሮውን ያረጋግጡ። (DEMO)"
passport,am,ከመጓዝ በፊት ስንት ቀድሞ መጠየቅ ይመከራል?,"የመስራት ጊዜ ሊዘገይ ስለሚችል ብዙ ወራት ቀድሞ ማመልከት ይመከራል። (DEMO)"
passport,am,ፓስፖርት ለመውጣት መጀመሪያ እርምጃ ምንድነው?,"የማመልከቻ ፎርም መሙላት እና ተገቢ ሰነዶችን ማዘጋጀት ነው። (DEMO)"
passport,am,የፓስፖርት ማመልከቻ ፎርም የት እገኛለሁ?,"በቢሮ ወይም በኦፊሴላዊ መስመር ላይ መድረክ ሊገኝ ይችላል። (DEMO)"
passport,am,ማመልከቻ ላይ ስህተት ካደረግሁ ምን ይደረጋል?,"በመመሪያ መሠረት ማስተካከል ይጠየቃሉ ወይም እንደገና መሞላት ሊኖር ይችላል። (DEMO)"
passport,am,በፓስፖርት ማመልከቻ ላይ ኢሜይል እና ስልክ ለምን ይፈለጋሉ?,"ለማሳወቂያ እና ሁኔታ ለማግኘት/ለማረጋገጥ ይጠቅማሉ። (DEMO)"
passport,am,ፓስፖርት ለመሰብሰብ ማንነት ማረጋገጫ ያስፈልጋል?,"አዎ፣ በመውሰድ ጊዜ መታወቂያ ወይም የማመልከቻ ደረሰኝ ሊጠየቅ ይችላል። (DEMO)"
passport,am,ፓስፖርቴን በፖስታ ማግኘት ይቻላል?,"እንደ ቢሮው ፖሊሲ ሊኖር ይችላል፤ የመላኪያ አማራጮችን ያረጋግጡ። (DEMO)"
passport,am,የባዮሜትሪክ ፎቶ ከውጭ ስቱዲዮ መመጣት ይችላል?,"ብዙ ጊዜ ፎቶ ከውጭ ይመጣል ነገር ግን የቢሮ መስፈርት መሟላት አለበት። (DEMO)"
passport,am,ለፓስፖርት ፎቶ መነጽር መልበስ ይፈቀዳል?,"እንደ መመሪያ ይለያያል፤ አይኖች ግልጽ እንዲታዩ መሆን አለበት። (DEMO)"
passport,am,ሃይማኖታዊ ልብስ/መሸፈኛ ከለበስኩ ፎቶ ይቀበላሉ?,"ሊፈቀድ ይችላል፣ ነገር ግን ፊት ግልጽ መታየት እና መለያ ምርመራ እንዳይከለክል መሆን አለበት። (DEMO)"
passport,am,የፓስፖርት ቁጥር ምን ይጠቅማል?,"ለጉዞ ሰነድ ማረጋገጫ፣ ቪዛ መጠየቂያ እና የአውሮፕላን ቅጥያ ሂደቶች ላይ ይጠቅማል። (DEMO)"
passport,am,ፓስፖርት ውስጥ ያለው መረጃ እንዲረጋገጥ ምን ልፈትሽ?,"ስም፣ የትውልድ ቀን፣ ፆታ፣ ቁጥር እና የማብቂያ ቀን ትክክል መሆኑን ይፈትሹ። (DEMO)"
passport,am,ፓስፖርት ከተቀበልኩ በኋላ ስህተት ካገኘሁ ምን አድርግ?,"በአጭር ጊዜ ውስጥ ቢሮውን በማነጋገር የማስተካከያ ሂደት ጀምሩ። (DEMO)"
passport,am,ፓስፖርት የማብቂያ ቀን የት ነው የሚገኝ?,"በመለያ ገጽ ላይ (ID page) በግልጽ መልኩ ይጻፋል። (DEMO)"
passport,am,ቪዛ ለመጠየቅ ፓስፖርት ምን መስፈርት ይኖረዋል?,"እንደ ሀገር መስፈርት ይለያያል፣ ብዙ ጊዜ በቂ ቆይታ ጊዜ እና ባዶ ገጾች ይጠየቃሉ። (DEMO)"
passport,am,ፓስፖርት ለመታደስ የድሮው መቀረብ አለበት?,"አዎ፣ አብዛኛውን ጊዜ የቀድሞው ፓስፖርት መቅረብ ያስፈልጋል። (DEMO)"
passport,am,የሚያገለግል ፓስፖርት ማይኖር ከሆነ መታደስ ይቻላል?,"እንደ ጉዳዩ በፖሊስ ሪፖርት እና ተጨማሪ ማረጋገጫ ሰነዶች መተካት ሊደረግ ይችላል። (DEMO)"
passport,am,ከመደበኛ በተጨማሪ ሰነዶች ሊጠየቁ ይችላሉ?,"አዎ፣ እንደ ጉዳይ ዓይነት የተጨማሪ ማስረጃ ሊጠየቅ ይችላል። (DEMO)"
passport,am,የፓስፖርት አገልግሎት ቀናት/ሰዓት እንዴት አውቃለሁ?,"በኦፊሴላዊ ማስታወቂያ ወይም በቢሮው ስልክ በመጠየቅ መረጃ ይገኛል። (DEMO)"
passport,am,ፓስፖርት ለመጠየቅ የእድሜ ገደብ አለ?,"ብዙ ጊዜ የእድሜ ገደብ የለም፣ ነገር ግን ለአነስተኛ ዕድሜ የወላጅ ሂደት ይኖራል። (DEMO)"
passport,am,የአነስተኛ ዕድሜ ልጅ ብቻውን መቀጠር ይቻላል?,"ብዙ ጊዜ አይቻልም፤ ወላጅ/አሳዳጊ መገኘት ያስፈልጋል። (DEMO)"
passport,am,ፓስፖርት ከጠፋ በኋላ አዲስ ቁጥር ይሰጣል?,"አዎ፣ የተተካ ፓስፖርት አዲስ መለያ ቁጥር ሊኖረው ይችላል። (DEMO)"
passport,am,የጠፋ ፓስፖርት ካገኘሁ በኋላ ምን አድርግ?,"ቢሮውን ወይም ፖሊስን ያሳውቁ እና የተሰጠውን መመሪያ ይከተሉ። (DEMO)"
passport,am,ፓስፖርት ተመሳሳይ በመተግበር ለመጠየቅ ይከለክላል?,"ማጭበርበር ሙከራ በህግ ይከለክላል እና ክስ ሊያመጣ ይችላል። (DEMO)"
passport,am,የፓስፖርት ማረጋገጫ ኮፒ ማቅረብ ያስፈልጋል?,"አዎ፣ ብዙ ጊዜ ኮፒዎች ይጠየቃሉ፣ ነገር ግን መጀመሪያ ሰነድ ደግሞ ማሳየት ይኖርብዎታል። (DEMO)"
passport,am,ሰነዶች ትርጉም/ማረጋገጫ ያስፈልጋሉ?,"እንደ ሰነዱ ቋንቋ እና መስፈርት ህጋዊ ትርጉም ወይም ኖታሪ ሊጠየቅ ይችላል። (DEMO)"
passport,am,ፓስፖርት የሚያገኙበት ቦታ በክልል ይለያያል?,"አዎ፣ እንደ ክልል/ከተማ የአገልግሎት ቢሮዎች ሊለያዩ ይችላሉ። (DEMO)"
passport,am,ለውጭ ጉዞ ቅድሚያ ማስረጃ ምን ሊሆን ይችላል?,"የአውሮፕላን ቲኬት፣ የህክምና ማስረጃ፣ የትምህርት/ስራ ጥሪ ደብዳቤ ወዘተ ሊሆን ይችላል። (DEMO)"
passport,am,ባዮሜትሪክ መረጃዬ ወደ ሌላ አገር ይተላለፋል?,"በመሠረቱ ለመለያ ደህንነት ይጠቅማል፤ የመረጃ ማስተዳደር ፖሊሲ እንደ ህግ ይመራል። (DEMO)"
passport,am,ፓስፖርት ለመተካት ስንት ጊዜ ይወስዳል?,"የመተካት ሂደት እንደ ምክንያት እና ማጣሪያ ብዛት ሊረዝም ይችላል። (DEMO)"
passport,am,የተበላሸ ፓስፖርት ተቀባይነት የለውም ብለው ከአየር ማረፊያ መመለስ ይቻላል?,"አዎ፣ ከፍተኛ ጉዳት ካለ አገልግሎት ሊከለክል ይችላል፤ ቅድሚያ ይተኩ። (DEMO)"
passport,am,ፓስፖርት መለያ ገጽ ላይ ፎቶ ካልተመሳሰለ ምን ይደረጋል?,"በጉዞ ላይ ችግኝ ሊፈጥር ይችላል፤ ከቢሮ ጋር ማስተካከል ይመከራል። (DEMO)"
passport,am,ፓስፖርት ማደስ ሲደረግ ቪዛዎቼ ምን ይሆናሉ?,"ቪዛዎች በአሮጌው ፓስፖርት ላይ ሊቀሩ ይችላሉ፤ ጉዞ ላይ ሁለቱንም መያዝ ሊያስፈልግ ይችላል። (DEMO)"
passport,am,ፓስፖርት መውጣት ለመጀመሪያ ጊዜ እና ለእንደገና መታደስ ሂደት ይለያያል?,"መሠረታዊ ደረጃዎች ተመሳሳይ ሊሆኑ ይችላሉ፣ ነገር ግን የድሮ ፓስፖርት እና ታሪክ ማረጋገጫ ሊጨምር ይችላል። (DEMO)"
passport,am,ፓስፖርት ለመውጣት የንብረት ሰነድ ያስፈልጋል?,"በአብዛኛው አያስፈልግም፤ ዋናው መለያ ማረጋገጫ እና የክፍያ ማስረጃ ነው። (DEMO)"
passport,am,የወንጀል መዝገብ መረጃ ሊጠየቅ ይችላል?,"እንደ ህግ እና ማጣሪያ ፍላጎት ሊጠየቅ ይችላል። (DEMO)"
passport,am,ተማሪ ነኝ፣ ልዩ ቅናሽ አለ?,"ቅናሽ ካለ በመንግስት መመሪያ ይገለጻል፤ ኦፊሴላዊ መረጃ ይፈልጉ። (DEMO)"
passport,am,የክፍያ ደረሰኝ ካጠፋሁ ምን አድርግ?,"ከባንክ/የክፍያ ቻናል ቅጂ ማግኘት ወይም ቢሮውን ማነጋገር ይቻላል። (DEMO)"
passport,am,ባንክ ክፍያ ሳላደርግ ማመልከቻ ማስገባት እችላለሁ?,"ብዙ ጊዜ ክፍያ በመጀመሪያ ይጠየቃል፤ የቢሮ ደንብ ይመልከቱ። (DEMO)"
passport,am,በኢሚግሬሽን ቢሮ ላይ መስመር ብዙ ከሆነ ምን ልሥራ?,"ቀጠሮ ማስያዝ ወይም የሰዓት እና የቀን ትክክለኛ እቅድ ማድረግ ይረዳል። (DEMO)"
passport,am,ፓስፖርት አገልግሎት የውስጥ አገር ወይም የውጭ አገር ልዩ መስፈርት አለው?,"መሠረታዊ መስፈርቶች ተመሳሳይ ሊሆኑ ይችላሉ፣ ግን በኤምባሲ የማቅረብ ሂደት ሊጨምር ይችላል። (DEMO)"
passport,am,ኤምባሲ ላይ ማመልከት ሲሆን ባዮሜትሪክ የት ይወሰዳል?,"በኤምባሲ/ኮንሱላት ባለው የመመዝገቢያ መድረክ ላይ ይወሰዳል። (DEMO)"
passport,am,በውጭ አገር የጠፋ ፓስፖርት መተካት ይቻላል?,"አዎ፣ በፖሊስ ሪፖርት እና በኤምባሲ/ኮንሱላት ሂደት መተካት ይቻላል። (DEMO)"
passport,am,ጊዜያዊ የጉዞ ሰነድ ከተሰጠ በኋላ ፓስፖርት ማመልከት አለብኝ?,"አዎ፣ ጊዜያዊ ሰነድ ለአንድ ጉዞ ብቻ ሊሆን ይችላል፤ ቋሚ ፓስፖርት ለማግኘት የተለመደ ሂደት ይከተላሉ። (DEMO)"
passport,am,ፓስፖርት ተይዞ ለቪዛ ቢሄድ እኔ እንዴት እጓዛለሁ?,"ቪዛ ሂደት ሲኖር ፓስፖርት በሚቆይበት ጊዜ ሌላ ጉዞ ማድረግ ሊከብድ ይችላል፤ ቅድሚያ ይንገሩ። (DEMO)"
passport,am,ለፓስፖርት ቅድሚያ አገልግሎት የሚጠየቅ ሰነድ ምን ሊሆን ይችላል?,"የአስቸኳይ ሁኔታ ማስረጃ (ህክምና ደብዳቤ፣ ትምህርት/ስራ ጥሪ፣ ቲኬት) ሊጠየቅ ይችላል። (DEMO)"
passport,am,ስሜን ከቀየርሁ የድሮ ፓስፖርት ልጠቀም እችላለሁ?,"ስም ከተቀየረ መረጃ መመሳሰል ያስፈልጋል፤ ብዙ ጊዜ መተካት/ማስተካከል ይመከራል። (DEMO)"
passport,am,ፓስፖርት ላይ የጾታ መረጃ ማስተካከል ይቻላል?,"እንደ ህግ የሚያስፈልጉ ማረጋገጫ ሰነዶች ካሉ ማስተካከል ሊቻል ይችላል። (DEMO)"
passport,am,ፓስፖርት የማመልከቻ መረጃ ከሰጠሁ በኋላ መቀየር እችላለሁ?,"እንደ ሂደቱ ደረጃ ሊቻል ይችላል፤ ቢሮውን በፍጥነት ያነጋግሩ። (DEMO)"
passport,am,ማመልከቻ ላይ የተሳሳተ የትውልድ ቀን ቢጻፍ ምን ይሆናል?,"ሊታቀቅ ወይም ለማስተካከያ ሊመለስ ይችላል፤ ትክክለኛ ማስረጃ ያቅርቡ። (DEMO)"
passport,am,ፓስፖርት እየሰራ ሳለ ተጨማሪ ሰነድ ካስፈለገ እንዴት እነገራለሁ?,"በስልክ/SMS/ኢሜይል ማሳወቂያ ወይም በማመልከቻ ሁኔታ ላይ መልዕክት ሊታይ ይችላል። (DEMO)"
passport,am,ከባዮሜትሪክ በኋላ ማመልከቻዬ ሊቆም ይችላል?,"አዎ፣ ካልተሟሉ ሰነዶች ወይም የማረጋገጫ ጉድለት ካለ ሊቆም ይችላል። (DEMO)"
passport,am,በፓስፖርት ሂደት ላይ የደላላ አገልግሎት መጠቀም ይመከራል?,"የህጋዊ ሂደትን በቀጥታ መከተል ይመከራል፤ ማጭበርበር እና ስጋቶችን ይቆጠቡ። (DEMO)"
passport,am,የፓስፖርት ማብቂያ ቀን ቅርብ ከሆነ ቪዛ ሊከለክል ይችላል?,"አዎ፣ ብዙ አገሮች የተወሰነ ቆይታ ጊዜ ያስፈልጋል ብለው ሊከለክሉ ይችላሉ። (DEMO)"
passport,am,ፓስፖርት በስራ ላይ ሳለ ሌላ ሀገር ቪዛ መጠየቅ እችላለሁ?,"ፓስፖርት ዋና ሰነድ ስለሆነ አብዛኛውን ጊዜ እጅዎ ላይ መሆን ያስፈልጋል። (DEMO)"
